Brand,brand_number,model,model_number,Year,Age,kmDriven,Transmission,Owner,FuelType,AskPrice
Maruti Suzuki,2,Ertiga,12,2015,9,56560.0,1,0,1,300000
Honda,0,Civic,143,2008,16,98000.0,0,1,0,350000
Ford,4,Aspire,256,2018,6,32000.0,1,0,0,500000
Honda,0,Amaze,70,2019,5,30500.0,0,1,0,642000
Hyundai,6,Creta,22,2023,1,83940.0,1,0,0,1437000
Tata,14,Safari,87,2010,14,60565.0,1,1,1,280000
Maruti Suzuki,2,Celerio,18,2019,5,68000.0,1,1,2,410000
Hyundai,6,Aura,215,2021,3,68000.0,1,0,2,695000
Hyundai,6,Grand i10,41,2019,5,49000.0,1,1,2,535000
Audi,8,Q3,80,2015,9,73000.0,0,0,1,999000
Toyota,5,Innova,20,2014,10,125000.0,1,1,1,750000
Maruti Suzuki,2,Eeco,57,2010,14,123300.0,0,1,2,180000
Maruti Suzuki,2,Swift,2,2018,6,79000.0,1,0,1,670000
Maruti Suzuki,2,Swift,2,2012,12,89000.0,1,0,1,243000
Maruti Suzuki,2,Celerio,18,2019,5,78000.0,1,0,2,425000
Hyundai,6,Grand i10,41,2014,10,62000.0,1,1,0,395000
Mahindra,13,Thar,50,2023,1,49000.0,1,0,1,1575000
Renault,9,KWID,16,2020,4,68000.0,0,0,2,325000
Honda,0,WRV,54,2017,7,84000.0,1,1,0,550000
Hyundai,6,Grand i10,41,2016,8,82000.0,1,1,0,300000
BMW,3,3 Series,90,2012,12,85000.0,0,0,1,800000
Maruti Suzuki,2,Ertiga,12,2012,12,105000.0,1,1,2,450000
Maruti Suzuki,2,Baleno,3,2017,7,50000.0,1,1,2,500000
Hyundai,6,Xcent,10,2016,8,135000.0,1,0,1,295000
Maruti Suzuki,2,Swift-Dzire,8,2022,2,69000.0,1,0,0,665000
Volkswagen,1,VentoTest,1,2013,11,62000.0,0,1,0,325000
Chevrolet,16,Optra Magnum,280,2011,13,70000.0,1,1,2,199000
Toyota,5,Corolla Altis,128,2014,10,110000.0,0,0,2,610000
Ford,4,Ecosport,6,2015,9,68530.0,1,1,1,325000
Maruti Suzuki,2,Wagon-R-1-0,211,2017,7,62000.0,0,1,2,340000
Maruti Suzuki,2,Baleno,3,2017,7,35866.0,0,0,2,499536
Renault,9,Fluence,281,2015,9,78000.0,1,0,1,450000
Maruti Suzuki,2,Baleno,3,2024,0,16500.0,0,0,2,900000
Maruti Suzuki,2,Celerio,18,2015,9,65000.0,0,1,0,399000
Volvo,19,S60 Cross Country,236,2018,6,43000.0,0,0,1,1890000
Maruti Suzuki,2,Swift-Dzire,8,2011,13,80000.0,1,1,1,190000
Hyundai,6,Alcazar,23,2023,1,28000.0,0,1,1,1925000
Honda,0,Amaze,70,2019,5,60000.0,1,1,2,535000
Skoda,11,Rapid,63,2015,9,71000.0,1,0,1,399000
Maruti Suzuki,2,Ertiga,12,2022,2,46000.0,0,0,2,1175000
Maruti Suzuki,2,Ertiga,12,2019,5,150000.0,0,1,2,650000
Hyundai,6,Grand i10,41,2017,7,100500.0,1,1,1,345000
Maruti Suzuki,2,Ertiga,12,2022,2,52000.0,1,0,0,1175000
Hyundai,6,i10,37,2017,7,57452.0,1,0,0,490000
Tata,14,Nexon,45,2021,3,24000.0,0,0,0,925000
Maruti Suzuki,2,Wagon-R,32,2013,11,126800.0,1,1,0,360000
Mahindra,13,XUV500,36,2016,8,81000.0,1,1,1,699000
Tata,14,Indica Vista,151,2009,15,120000.0,1,1,1,130000
Hyundai,6,i10,37,2011,13,75000.0,1,1,0,245000
Tata,14,Safari,87,2010,14,160000.0,1,1,1,280000
Honda,0,CRV,133,2011,13,90000.0,0,1,0,399999
Maruti Suzuki,2,Grand Vitara,91,2024,0,2000.0,1,0,2,1450000
Toyota,5,Corolla Altis,128,2009,15,120000.0,1,1,2,210000
Hyundai,6,Grand i10 Nios,61,2021,3,62457.0,1,0,2,565000
Maruti Suzuki,2,Swift,2,2006,18,100000.0,1,1,0,210000
Ford,4,Figo,121,2013,11,99000.0,1,0,1,180000
Maruti Suzuki,2,Celerio,18,2018,6,58000.0,0,1,0,530000
Hyundai,6,Creta,22,2016,8,74000.0,0,1,2,850000
Maruti Suzuki,2,Wagon-R,32,2015,9,51000.0,1,0,0,240000
Maruti Suzuki,2,Swift,2,2012,12,62816.0,0,0,0,435000
Mahindra,13,Thar,50,2023,1,40000.0,1,0,1,1380000
Maruti Suzuki,2,Celerio,18,2017,7,49000.0,1,1,0,360000
Maruti Suzuki,2,maruti-suzuki-dzire,5,2018,6,34200.0,0,0,2,590000
Maruti Suzuki,2,Celerio,18,2014,10,72000.0,0,0,0,345000
Maruti Suzuki,2,Swift-Dzire,8,2018,6,58000.0,0,0,2,555000
Maruti Suzuki,2,Swift-Dzire,8,2024,0,37500.0,0,0,2,300000
Maruti Suzuki,2,Swift-Dzire,8,2014,10,83000.0,1,0,2,470000
Maruti Suzuki,2,Celerio,18,2016,8,110000.0,0,1,2,299000
Nissan,21,Micra,188,2011,13,95000.0,1,1,0,265000
Jeep,15,Compass,67,2018,6,80000.0,1,1,1,750000
Maruti Suzuki,2,Wagon-R,32,2012,12,77000.0,1,1,2,265000
Tata,14,Tiago,86,2022,2,37000.0,1,0,2,650000
Hyundai,6,Xcent,10,2014,10,62500.0,1,0,0,284999
Toyota,5,Innova Crysta,14,2020,4,40000.0,0,0,1,1750000
Maruti Suzuki,2,Swift,2,2020,4,65000.0,1,0,2,525000
Maruti Suzuki,2,Swift-Dzire,8,2022,2,25000.0,0,0,2,825000
Ford,4,Figo,121,2011,13,70000.0,1,1,1,195000
Mercedes-Benz,12,GLA Class,38,2018,6,78900.0,0,0,1,2000000
Maruti Suzuki,2,Wagon-R,32,2014,10,58000.0,1,0,2,249000
Mahindra,13,Bolero,107,2014,10,111000.0,1,0,1,700000
Maruti Suzuki,2,Celerio,18,2018,6,26000.0,1,0,2,490000
Maruti Suzuki,2,Wagon-R,32,2012,12,121981.0,0,1,2,160000
Renault,9,Triber,124,2020,4,27800.0,1,0,0,520000
Toyota,5,Camry,51,2014,10,63000.0,0,1,2,1011111
Tata,14,Nano,141,2015,9,22000.0,0,1,0,269000
Renault,9,Duster,31,2014,10,1520.0,1,1,1,450000
BMW,3,5 Series,97,2011,13,79000.0,0,0,1,1275000
Volkswagen,1,Taigun,243,2021,3,59084.0,0,0,0,1565000
Volkswagen,1,GTI,282,2016,8,75000.0,0,1,0,530000
Maruti Suzuki,2,Wagon-R,32,2016,8,73860.0,0,1,2,317000
Honda,0,Brio,52,2014,10,72000.0,0,0,0,525000
Toyota,5,Etios Liva,99,2018,6,67000.0,1,0,2,490000
Hyundai,6,Grand i10,41,2015,9,68000.0,1,1,1,310000
Tata,14,Nano,141,2014,10,45000.0,1,1,0,85000
Maruti Suzuki,2,Wagon-R-1-0,211,2015,9,80000.0,1,1,2,255000
Honda,0,Amaze,70,2015,9,97422.0,1,1,1,350000
BMW,3,X1,147,2011,13,57000.0,0,1,0,599999
Maruti Suzuki,2,Baleno,3,2021,3,42470.0,1,0,0,725000
Hyundai,6,Grand i10,41,2014,10,100000.0,0,1,1,350000
Maruti Suzuki,2,Celerio,18,2022,2,99999.0,1,1,2,530000
Mahindra,13,XUV500,36,2017,7,71000.0,0,0,1,745000
Hyundai,6,Grand i10,41,2014,10,60000.0,1,1,2,350000
Tata,14,Indica Vista,151,2009,15,113000.0,1,1,1,225000
Honda,0,Amaze,70,2017,7,107000.0,0,1,2,285000
Maruti Suzuki,2,Alto,75,2010,14,48552.0,1,0,0,178000
Hyundai,6,Venue,21,2022,2,20596.0,1,0,1,1090000
Datsun,26,RediGO,152,2018,6,45125.0,1,0,0,235000
Maruti Suzuki,2,Wagon-R,32,2020,4,65000.0,0,0,2,480000
Maruti Suzuki,2,Eeco,57,2022,2,15000.0,0,0,2,550000
Honda,0,Amaze,70,2014,10,58000.0,1,1,0,250000
Honda,0,Mobilio,158,2014,10,80000.0,1,1,2,430000
Maruti Suzuki,2,Swift-Dzire,8,2012,12,80000.0,0,0,0,375000
Volkswagen,1,Polo,25,2017,7,47513.0,1,0,0,630000
Hyundai,6,Creta,22,2022,2,44000.0,0,0,1,1690000
Hyundai,6,Elite i20,104,2016,8,82000.0,1,0,1,625000
Honda,0,Amaze,70,2015,9,103000.0,0,0,2,400000
Maruti Suzuki,2,A-Star,96,2011,13,67000.0,1,1,0,235000
Maruti Suzuki,2,Alto-K10,7,2017,7,82000.0,1,0,2,350000
Maruti Suzuki,2,Estilo,229,2012,12,85000.0,0,1,2,110000
Honda,0,Civic,143,2010,14,80000.0,0,1,2,250000
Hyundai,6,Grand i10 Nios,61,2022,2,50000.0,1,0,2,639999
Mahindra,13,Thar,50,2022,2,13800.0,1,1,1,1250000
Mahindra,13,Thar,50,2022,2,21700.0,0,1,1,1475000
Honda,0,WRV,54,2017,7,68000.0,1,0,0,475000
Renault,9,KWID,16,2020,4,55000.0,0,1,2,325000
Honda,0,City,0,2017,7,74000.0,0,1,0,765000
Maruti Suzuki,2,Wagon-R,32,2017,7,61200.0,1,0,2,385000
Maruti Suzuki,2,Ignis,40,2018,6,25000.0,0,0,0,425000
Hyundai,6,Verna,26,2014,10,60000.0,1,1,2,399000
Honda,0,City,0,2015,9,52000.0,0,0,0,599000
Maruti Suzuki,2,Baleno,3,2016,8,69000.0,0,1,2,489999
Maruti Suzuki,2,Ertiga,12,2019,5,60000.0,0,0,0,950000
Maruti Suzuki,2,Baleno,3,2016,8,77500.0,0,1,2,489999
Maruti Suzuki,2,XL6,120,2023,1,10000.0,1,0,2,1250000
Toyota,5,Camry,51,2016,8,100906.0,0,0,0,1575000
Renault,9,Triber,124,2022,2,54000.0,0,0,0,725000
Toyota,5,Glanza,66,2021,3,16500.0,0,1,0,840000
Hyundai,6,Grand i10,41,2018,6,35933.0,0,0,0,560001
Maruti Suzuki,2,Wagon-R,32,2017,7,77000.0,1,0,2,420000
Maruti Suzuki,2,S-Presso,73,2023,1,20000.0,0,0,2,600000
Mahindra,13,XUV 300,163,2022,2,14555.0,0,0,1,1095000
Mahindra,13,XUV 300,163,2022,2,69000.0,1,0,1,1050000
Maruti Suzuki,2,Ertiga,12,2018,6,72000.0,1,1,2,690000
Toyota,5,Corolla Altis,128,2011,13,70000.0,1,1,2,240000
Toyota,5,Innova,20,2008,16,117815.0,1,0,1,735000
Honda,0,Amaze,70,2017,7,81000.0,1,0,2,375000
Hyundai,6,Santro Xing,105,2009,15,65000.0,1,0,0,210000
Toyota,5,Etios,46,2016,8,78000.0,1,1,2,399999
Maruti Suzuki,2,Alto-800,62,2019,5,86000.0,1,0,2,299000
Skoda,11,Rapid,63,2016,8,78000.0,0,0,1,650000
Toyota,5,Yaris,224,2019,5,34750.0,0,0,0,650000
Hyundai,6,i10,37,2007,17,79000.0,1,1,2,160000
Hyundai,6,Eon,34,2013,11,65000.0,1,1,0,225000
Maruti Suzuki,2,Baleno,3,2020,4,32000.0,1,0,0,690000
Volkswagen,1,VentoTest,1,2016,8,115000.0,0,1,1,640000
Mercedes-Benz,12,E-Class,65,2015,9,70000.0,0,1,1,1450000
Maruti Suzuki,2,Swift,2,2007,17,69000.0,0,1,2,118000
BMW,3,3 Series,90,2012,12,105000.0,0,0,1,990000
Maruti Suzuki,2,Vitara-Brezza,19,2018,6,68445.0,1,0,1,590000
Hyundai,6,New Santro,261,2007,17,50000.0,0,0,2,52999
Maruti Suzuki,2,Ertiga,12,2017,7,58680.0,1,1,2,675000
Honda,0,Amaze,70,2014,10,87000.0,1,1,0,315000
Hyundai,6,Elite i20,104,2021,3,55000.0,1,0,0,625000
Maruti Suzuki,2,Swift-Dzire,8,2013,11,113000.0,1,0,2,399000
Maruti Suzuki,2,Wagon-R-1-0,211,2021,3,38000.0,1,0,2,559000
Volkswagen,1,Polo,25,2012,12,81000.0,1,0,0,350000
Maruti Suzuki,2,Ertiga,12,2021,3,53885.0,0,0,2,1090000
Hyundai,6,Fluidic Verna,162,2013,11,68000.0,0,1,2,355000
Maruti Suzuki,2,Swift,2,2011,13,54001.0,1,0,2,351000
Maruti Suzuki,2,Ertiga,12,2023,1,48000.0,1,0,2,1000000
Maruti Suzuki,2,Eeco,57,2012,12,150000.0,0,1,2,200000
Jeep,15,Compass,67,2019,5,46000.0,0,0,0,1390000
Honda,0,City,0,2015,9,69000.0,0,0,2,525000
Maruti Suzuki,2,Ciaz,58,2017,7,83000.0,0,0,2,550000
Hyundai,6,Aura,215,2022,2,59000.0,0,0,2,680000
Hyundai,6,Santro Xing,105,2008,16,63900.0,1,1,0,135000
Maruti Suzuki,2,Swift,2,2015,9,76000.0,1,0,2,355000
Volkswagen,1,CrossPolo,47,2015,9,40000.0,1,1,1,399000
Skoda,11,Rapid,63,2013,11,85000.0,1,1,1,325000
Skoda,11,Slavia,172,2024,0,13000.0,1,0,0,1200000
Honda,0,CRV,133,2016,8,110000.0,0,0,0,1325000
Toyota,5,Etios,46,2011,13,162000.0,1,0,0,250000
Maruti Suzuki,2,Wagon-R,32,2015,9,92600.0,0,1,2,260000
BMW,3,3 Series,90,2014,10,55468.0,0,0,1,1545000
Mahindra,13,Thar,50,2021,3,65000.0,0,1,1,1295000
Tata,14,Tiago,86,2018,6,58526.0,1,0,2,339000
Nissan,21,Terrano,116,2017,7,84000.0,0,1,1,755000
Toyota,5,Innova,20,2013,11,135000.0,1,1,1,694999
Maruti Suzuki,2,Omni,68,2014,10,52000.0,1,1,0,165000
Skoda,11,Rapid,63,2016,8,40000.0,1,0,0,449000
Maruti Suzuki,2,Eeco,57,2019,5,62400.0,1,0,2,470000
Maruti Suzuki,2,Baleno,3,2018,6,78000.0,1,1,2,500000
Maruti Suzuki,2,Celerio,18,2014,10,42000.0,1,0,0,385000
Maruti Suzuki,2,Celerio,18,2020,4,114000.0,1,1,2,410000
Maruti Suzuki,2,Celerio-X,168,2019,5,63205.0,0,0,2,520000
Hyundai,6,i20,24,2011,13,74749.0,1,0,0,149000
Maruti Suzuki,2,Eeco,57,2011,13,90000.0,1,1,2,211000
Maruti Suzuki,2,Eeco,57,2020,4,67000.0,1,0,2,425000
Maruti Suzuki,2,Ertiga,12,2019,5,35000.0,0,1,0,1200000
Tata,14,Tiago,86,2018,6,43000.0,0,0,2,540000
MG,10,Hector,17,2020,4,40000.0,1,1,1,1300000
Maruti Suzuki,2,Alto-K10,7,2013,11,90000.0,1,0,0,95000
Hyundai,6,Creta,22,2022,2,75000.0,1,0,1,1300000
Nissan,21,Micra,188,2012,12,110000.0,1,1,1,239000
Toyota,5,Camry,51,2015,9,115000.0,0,1,2,1251111
Chevrolet,16,Cruze,69,2014,10,62000.0,0,0,1,435000
Renault,9,KWID,16,2018,6,34000.0,1,0,0,400000
Maruti Suzuki,2,Eeco,57,2022,2,12080.0,0,0,0,610000
Honda,0,City,0,2015,9,91386.0,0,1,0,587000
Mahindra,13,XUV500,36,2017,7,61000.0,1,0,1,875000
Maruti Suzuki,2,Wagon-R-1-0,211,2021,3,42000.0,1,0,2,509900
Hyundai,6,Grand i10,41,2017,7,57000.0,1,0,2,385000
Ford,4,Figo,121,2012,12,85000.0,1,1,1,155000
Maruti Suzuki,2,Swift,2,2023,1,5000.0,0,0,2,750000
Ford,4,Ecosport,6,2018,6,49000.0,1,1,0,689000
Toyota,5,Innova Crysta,14,2017,7,140000.0,0,0,1,2100000
Hyundai,6,Elantra,114,2018,6,14600.0,0,1,1,1049000
Renault,9,KWID,16,2019,5,69000.0,0,1,2,310000
Tata,14,Indigo Cs,139,2011,13,57000.0,1,1,0,180000
Hyundai,6,Grand i10,41,2017,7,60000.0,1,0,2,410000
Hyundai,6,Fluidic Verna,162,2013,11,79000.0,1,1,1,400000
Maruti Suzuki,2,Baleno,3,2018,6,70000.0,0,1,2,450000
Maruti Suzuki,2,Eeco,57,2021,3,60000.0,0,0,2,450000
Hyundai,6,Santro Xing,105,2010,14,76000.0,1,1,2,80000
Maruti Suzuki,2,Alto-K10,7,2017,7,52350.0,0,0,2,299000
Maruti Suzuki,2,Swift-Dzire,8,2010,14,120000.0,1,1,2,200000
Toyota,5,Corolla Altis,128,2013,11,82000.0,0,1,2,440000
Hyundai,6,Grand i10,41,2016,8,85000.0,1,1,1,465000
Honda,0,City ZX,53,2007,17,115000.0,1,1,2,113000
Mahindra,13,Xylo,249,2019,5,86270.0,1,0,1,1025000
Hyundai,6,Xcent,10,2015,9,106000.0,1,0,0,266000
Mercedes-Benz,12,E-Class,65,2010,14,81000.0,0,0,1,650000
Volkswagen,1,VentoTest,1,2012,12,29900.0,1,0,1,549000
Hyundai,6,Creta,22,2020,4,95000.0,1,0,1,1200000
Hyundai,6,Aura,215,2020,4,62370.0,0,1,2,675000
Maruti Suzuki,2,Alto-800,62,2014,10,147000.0,1,1,2,275000
Maruti Suzuki,2,Wagon-R,32,2021,3,65000.0,1,0,2,525000
Hyundai,6,Grand i10,41,2016,8,90000.0,1,0,2,375000
Tata,14,Harrier,55,2022,2,65550.0,1,0,1,1400000
Maruti Suzuki,2,maruti-suzuki-dzire,5,2021,3,88000.0,0,0,0,650000
Toyota,5,Corolla Altis,128,2012,12,51000.0,0,1,2,675000
Honda,0,City,0,2015,9,38000.0,0,0,2,650000
Maruti Suzuki,2,Eeco,57,2015,9,100000.0,1,1,2,365000
Hyundai,6,Creta,22,2021,3,14125.0,1,0,0,1152000
Toyota,5,Corolla,9,2005,19,65000.0,0,1,2,175000
Tata,14,Harrier,55,2020,4,12000.0,0,0,1,1550000
Honda,0,City,0,2013,11,96000.0,0,1,0,369000
Maruti Suzuki,2,Wagon-R-1-0,211,2022,2,25000.0,1,1,2,545000
Hyundai,6,i10,37,2010,14,55000.0,1,1,2,110000
Tata,14,Nexon,45,2015,9,45000.0,1,0,2,475000
Maruti Suzuki,2,Ertiga,12,2020,4,80000.0,0,0,2,680000
Hyundai,6,i10,37,2010,14,63000.0,1,1,2,186000
Maruti Suzuki,2,Celerio,18,2017,7,62000.0,0,1,0,382000
Volvo,19,S60,180,2016,8,51000.0,0,1,1,1800000
Maruti Suzuki,2,Baleno,3,2017,7,69000.0,0,0,0,685000
Honda,0,City,0,2010,14,92000.0,1,0,2,125000
Tata,14,Nexon,45,2021,3,24000.0,1,0,0,780000
Mahindra,13,TUV,64,2015,9,8500.0,1,0,1,350000
Renault,9,KWID,16,2020,4,71200.0,0,0,2,400000
Tata,14,Safari,87,2009,15,132000.0,1,1,1,150000
Hyundai,6,Grand i10,41,2019,5,31000.0,0,0,0,575000
Maruti Suzuki,2,Ciaz,58,2018,6,55000.0,0,1,2,750000
Hyundai,6,Creta,22,2017,7,68000.0,0,0,0,790000
Maruti Suzuki,2,Vitara-Brezza,19,2019,5,86739.0,1,0,1,775000
Maruti Suzuki,2,Ritz,43,2014,10,124000.0,1,1,1,435000
Hyundai,6,Xcent,10,2015,9,76000.0,1,0,1,425000
Honda,0,Amaze,70,2016,8,102458.0,1,1,0,335000
Chevrolet,16,Beat,178,2010,14,77546.0,1,0,0,174000
Kia,7,Seltos,11,2020,4,46000.0,0,0,1,1275000
Maruti Suzuki,2,S-Presso,73,2021,3,82100.0,1,0,2,410000
Maruti Suzuki,2,Celerio,18,2022,2,10000.0,0,0,0,590000
Hyundai,6,Grand i10 Nios,61,2022,2,24512.0,1,0,0,675000
Maruti Suzuki,2,Baleno,3,2022,2,9800.0,0,0,0,790000
Mercedes-Benz,12,E-Class,65,2011,13,35000.0,0,1,0,650000
Hyundai,6,i10,37,2012,12,57765.0,0,0,0,345000
Kia,7,Seltos,11,2021,3,34500.0,0,1,1,1550000
Hyundai,6,i10,37,2010,14,75000.0,1,1,2,175000
Volkswagen,1,Polo,25,2019,5,125000.0,1,0,1,815000
Volkswagen,1,VentoTest,1,2011,13,43000.0,0,1,0,360000
Audi,8,Q3,80,2015,9,71000.0,0,0,1,1525000
Maruti Suzuki,2,Swift-Dzire,8,2022,2,85000.0,0,1,2,700000
Maruti Suzuki,2,Alto-800,62,2019,5,45000.0,1,0,0,380000
Maruti Suzuki,2,Wagon-R-Stingray,278,2014,10,50000.0,0,1,2,300000
Nissan,21,Micra Active,279,2015,9,130000.0,1,0,0,340000
Kia,7,Seltos,11,2023,1,23000.0,0,0,1,1845000
Tata,14,Safari,87,2021,3,45000.0,1,1,1,1550000
Mahindra,13,Scorpio,102,2016,8,130000.0,1,1,1,1085000
Maruti Suzuki,2,Celerio,18,2017,7,63395.0,1,0,2,420000
Maruti Suzuki,2,Omni,68,2019,5,55000.0,0,0,2,260000
Honda,0,City,0,2017,7,92000.0,0,1,0,651000
Maruti Suzuki,2,Grand Vitara,91,2022,2,27000.0,0,0,2,1495000
Audi,8,A6,93,2015,9,69977.0,0,0,1,899981
Maruti Suzuki,2,Alto-K10,7,2015,9,68000.0,1,0,2,285000
Maruti Suzuki,2,Swift,2,2009,15,66000.0,1,1,0,200000
Mercedes-Benz,12,GL-Class,165,2010,14,125000.0,0,1,1,1600000
Maruti Suzuki,2,Wagon-R,32,2015,9,100000.0,1,1,2,240000
Mahindra,13,XUV500,36,2016,8,99000.0,1,0,1,725000
Datsun,26,GO,252,2018,6,43000.0,1,0,0,390000
Audi,8,A4,27,2012,12,150000.0,1,0,1,550000
Maruti Suzuki,2,Ertiga,12,2021,3,81800.0,1,0,2,975000
Maruti Suzuki,2,Ertiga,12,2014,10,71000.0,0,1,0,500000
Maruti Suzuki,2,Ertiga,12,2019,5,90000.0,1,1,2,750000
Maruti Suzuki,2,Celerio,18,2017,7,80000.0,1,0,2,400000
Maruti Suzuki,2,S-Presso,73,2020,4,31000.0,0,0,0,420000
Maruti Suzuki,2,Wagon-R-1-0,211,2006,18,110000.0,1,1,2,90000
Maruti Suzuki,2,XL6,120,2021,3,70000.0,0,0,2,960000
Maruti Suzuki,2,Ertiga,12,2015,9,42045.0,0,0,2,795000
Maruti Suzuki,2,Wagon-R,32,2012,12,80000.0,0,1,2,190000
Maruti Suzuki,2,Swift-Dzire,8,2014,10,120000.0,0,1,1,483000
Maruti Suzuki,2,Swift,2,2014,10,60000.0,1,0,1,430000
Maruti Suzuki,2,Eeco,57,2022,2,11000.0,0,0,2,650000
Hyundai,6,i10,37,2012,12,85000.0,1,1,0,200000
Maruti Suzuki,2,Ertiga,12,2019,5,85000.0,0,0,0,845000
Skoda,11,Kodiaq,283,2018,6,90000.0,0,0,1,1990000
Hyundai,6,i10,37,2011,13,75000.0,0,1,0,245000
Maruti Suzuki,2,Wagon-R-1-0,211,2015,9,61000.0,1,1,2,325000
Maruti Suzuki,2,maruti-suzuki-brezza,108,2020,4,38000.0,1,0,0,675000
Maruti Suzuki,2,Swift,2,2010,14,85000.0,1,1,0,150000
Tata,14,Nexon,45,2018,6,88000.0,1,0,1,760000
Maruti Suzuki,2,Swift Dzire,117,2018,6,103580.0,1,0,1,610000
Hyundai,6,Santro Xing,105,2010,14,78000.0,1,0,2,121000
Maruti Suzuki,2,Swift-Dzire,8,2011,13,77500.0,1,1,0,265000
Honda,0,City,0,2018,6,78000.0,0,0,0,710000
Maruti Suzuki,2,Ertiga,12,2023,1,31500.0,1,0,2,1120000
Audi,8,A6,93,2017,7,71555.0,0,1,1,1950000
Renault,9,KWID,16,2020,4,52000.0,0,0,2,349000
Tata,14,Tigor,153,2023,1,30000.0,1,0,2,680000
Maruti Suzuki,2,Wagon-R,32,2019,5,49000.0,1,0,2,425000
Maruti Suzuki,2,Alto-800,62,2018,6,78000.0,0,1,2,260000
Kia,7,Seltos,11,2022,2,31000.0,0,0,0,1675000
Hyundai,6,i10,37,2011,13,86000.0,1,1,0,180000
Honda,0,BRV,30,2019,5,122000.0,1,0,0,600000
Maruti Suzuki,2,Eeco,57,2017,7,84240.0,0,1,2,295000
Maruti Suzuki,2,Dzire,189,2018,6,44574.0,0,0,0,675000
Ford,4,Endeavour,123,2017,7,90000.0,0,0,1,2100000
Hyundai,6,Creta,22,2023,1,6000.0,0,0,1,2011000
Skoda,11,Rapid,63,2015,9,104007.0,0,1,1,399000
Mahindra,13,Bolero,107,2021,3,41000.0,1,0,1,851000
Maruti Suzuki,2,Baleno,3,2018,6,41000.0,0,0,0,745000
Mahindra,13,XUV 300,163,2022,2,15000.0,1,0,1,995000
Hyundai,6,Eon,34,2012,12,40000.0,1,1,0,190000
Volkswagen,1,Polo,25,2015,9,75000.0,1,1,0,575000
Honda,0,City,0,2017,7,90000.0,0,1,2,655000
Toyota,5,Innova,20,2009,15,110000.0,1,1,1,325000
Maruti Suzuki,2,Omni,68,2003,21,64500.0,1,1,0,125000
Skoda,11,Rapid,63,2016,8,80000.0,0,0,1,651000
Maruti Suzuki,2,Celerio,18,2018,6,74000.0,0,0,2,450000
Maruti Suzuki,2,Baleno,3,2017,7,76483.0,1,1,0,572000
Maruti Suzuki,2,Swift,2,2015,9,71000.0,1,0,0,410000
Audi,8,Q3,80,2015,9,70000.0,0,0,1,890000
Maruti Suzuki,2,Baleno,3,2016,8,46000.0,0,1,0,525000
Mini,17,Cooper,284,2013,11,65000.0,0,1,1,1290000
Honda,0,City,0,2015,9,126000.0,1,1,1,690000
Maruti Suzuki,2,Celerio,18,2017,7,160000.0,0,0,0,375000
Audi,8,Q7,78,2011,13,100000.0,0,0,1,1975000
Maruti Suzuki,2,Wagon-R-1-0,211,2021,3,45000.0,1,0,2,509999
Honda,0,City ZX,53,2008,16,119000.0,0,1,2,147000
Maruti Suzuki,2,Wagon-R-Stingray,278,2021,3,34000.0,0,0,2,565000
Maruti Suzuki,2,Swift-Dzire-Tour,119,2021,3,92000.0,1,0,2,525000
Hyundai,6,Grand i10,41,2016,8,120000.0,1,0,0,399999
Mahindra,13,Scorpio,102,2015,9,61231.0,1,1,1,795000
Hyundai,6,i10,37,2017,7,40000.0,0,0,0,280000
Toyota,5,Innova Crysta,14,2020,4,83000.0,0,0,0,1711000
Maruti Suzuki,2,Swift-Dzire-Tour,119,2020,4,66000.0,0,1,2,150000
Maruti Suzuki,2,Wagon-R,32,2013,11,100250.0,1,1,2,265000
Maruti Suzuki,2,Swift,2,2023,1,15500.0,1,0,2,865000
Hyundai,6,Accent,198,2008,16,102000.0,1,0,0,125000
Toyota,5,Urban Cruiser Hyryder,237,2023,1,12000.0,0,0,2,1950000
Maruti Suzuki,2,Baleno-RS,285,2017,7,69000.0,1,0,0,470000
Hyundai,6,Venue,21,2023,1,28000.0,0,0,0,1250000
Hyundai,6,Grand i10,41,2013,11,67000.0,1,0,2,375000
Maruti Suzuki,2,Omni,68,2011,13,57000.0,1,1,0,120000
Maruti Suzuki,2,maruti-suzuki-dzire,5,2014,10,78000.0,1,0,2,325000
Honda,0,City,0,2009,15,120000.0,1,1,2,205000
Maruti Suzuki,2,Ertiga,12,2021,3,76000.0,0,0,0,1075000
Mahindra,13,XUV500,36,2016,8,111521.0,1,0,1,750000
Maruti Suzuki,2,Baleno,3,2017,7,14000.0,0,0,0,650000
Maruti Suzuki,2,Ciaz,58,2015,9,63000.0,0,0,1,395000
Maruti Suzuki,2,Vitara-Brezza,19,2020,4,43369.0,0,0,0,878790
Maruti Suzuki,2,Swift-Dzire,8,2016,8,78000.0,1,0,2,370000
Honda,0,Jazz,71,2016,8,86000.0,1,0,1,460000
Maruti Suzuki,2,Eeco,57,2019,5,69000.0,0,1,2,450000
Honda,0,Jazz,71,2013,11,68000.0,1,1,0,225000
Chevrolet,16,Sail U-VA,206,2010,14,85000.0,0,1,2,50000
Hyundai,6,Venue,21,2019,5,100000.0,1,0,1,865000
MG,10,Hector,17,2020,4,29000.0,0,0,0,1370000
Maruti Suzuki,2,Swift,2,2020,4,52000.0,0,0,0,625000
Ford,4,Ecosport,6,2017,7,55000.0,0,1,2,625000
Maruti Suzuki,2,Wagon-R-1-0,211,2017,7,23119.0,0,0,2,425000
