Brand,brand_number,model,model_number,Year,Age,kmDriven,Transmission,Owner,FuelType,AskPrice
Hyundai,6,i20,24,2018,6,42000.0,1,1,0,500000
Ford,4,Ecosport,6,2018,6,75000.0,1,1,0,645000
Maruti Suzuki,2,Alto,75,2010,14,110000.0,1,0,0,150000
Maruti Suzuki,2,Alto-K10,7,2011,13,103000.0,0,1,2,88000
Hyundai,6,Aura,215,2022,2,59000.0,0,1,2,680000
Audi,8,A4,27,2016,8,43715.0,0,1,1,1770000
Maruti Suzuki,2,Swift,2,2017,7,86542.0,1,0,1,611000
Maruti Suzuki,2,Wagon-R,32,2016,8,55000.0,0,1,0,425000
Mahindra,13,KUV 100,112,2016,8,100000.0,1,0,0,400000
Maruti Suzuki,2,Ciaz,58,2017,7,70000.0,0,0,0,699999
Mercedes-Benz,12,GLA,286,2017,7,60000.0,0,1,1,1925000
Skoda,11,Rapid,63,2017,7,96000.0,1,1,1,425000
Maruti Suzuki,2,Wagon-R-1-0,211,2014,10,81000.0,1,0,2,315000
Maruti Suzuki,2,Sx4,59,2011,13,98000.0,1,1,1,235000
Nissan,21,PATROL,221,2011,13,90000.0,1,1,2,150000
Kia,7,Seltos,11,2021,3,48500.0,0,0,1,1725000
Maruti Suzuki,2,Swift,2,2022,2,15000.0,0,0,0,700000
Tata,14,Indigo Cs,139,2016,8,69000.0,0,0,2,160000
Skoda,11,Rapid,63,2016,8,67000.0,0,0,1,721000
Hyundai,6,Aura,215,2023,1,70000.0,0,0,2,220000
Mahindra,13,Bolero,107,2021,3,88200.0,1,0,1,820000
Maruti Suzuki,2,Wagon-R,32,2018,6,48000.0,0,0,0,448000
Honda,0,City,0,2014,10,84000.0,1,1,0,455000
Toyota,5,Urban Cruiser Hyryder,237,2022,2,29000.0,0,0,2,1750000
Ford,4,Endeavour,123,2016,8,91000.0,1,1,1,1890000
Tata,14,Punch ,287,2023,1,30000.0,0,0,1,350000
Hyundai,6,Grand i10,41,2013,11,105000.0,1,0,0,315000
Mahindra,13,KUV 100,112,2017,7,54560.0,1,1,1,355000
Maruti Suzuki,2,Estilo,229,2007,17,97000.0,1,0,0,139000
Hyundai,6,Verna,26,2007,17,51000.0,1,1,0,225000
Honda,0,City ZX,53,2008,16,119000.0,0,1,2,149000
Toyota,5,Innova,20,2020,4,32000.0,0,0,1,1700000
Ford,4,Ecosport,6,2016,8,69000.0,1,0,1,501000
Land Rover,24,Range Rover Evoque,136,2014,10,58000.0,0,1,1,1790000
Honda,0,Civic,143,2007,17,120000.0,0,1,2,145000
Hyundai,6,i10,37,2011,13,78600.0,1,1,0,155000
Hyundai,6,Accent,198,2004,20,85000.0,1,1,0,139000
Maruti Suzuki,2,Swift-Dzire,8,2020,4,10000.0,0,0,2,620000
Hyundai,6,Grand i10 Nios,61,2022,2,58000.0,1,0,0,600000
Mercedes-Benz,12,A Class,288,2014,10,85000.0,0,1,1,825000
Maruti Suzuki,2,Swift,2,2016,8,85000.0,1,1,0,480000
BMW,3,X3,4,2014,10,136000.0,0,1,1,1600000
Honda,0,CRV,133,2014,10,87000.0,0,1,0,621000
Maruti Suzuki,2,Wagon-R,32,2022,2,23000.0,1,0,2,599000
Maruti Suzuki,2,Alto-K10,7,2019,5,60000.0,1,1,0,375000
Hyundai,6,Aura,215,2021,3,34300.0,1,0,2,705000
Hyundai,6,Creta,22,2019,5,71000.0,1,0,1,875000
Kia,7,Seltos,11,2020,4,58000.0,0,1,0,1290000
Maruti Suzuki,2,Ertiga,12,2016,8,80000.0,1,1,2,689999
Mercedes-Benz,12,GL-Class,165,2013,11,94000.0,0,1,1,2100000
Maruti Suzuki,2,Baleno,3,2019,5,46000.0,1,1,0,510000
Maruti Suzuki,2,Swift Dzire,117,2014,10,80000.0,1,1,1,485000
Maruti Suzuki,2,maruti-suzuki-dzire,5,2014,10,82000.0,1,0,1,365000
Hyundai,6,i10,37,2011,13,140000.0,0,1,2,140000
Maruti Suzuki,2,XL6,120,2021,3,63900.0,0,0,0,999000
Skoda,11,Rapid,63,2015,9,51000.0,1,1,0,350000
Maruti Suzuki,2,Wagon-R,32,2013,11,78000.0,1,1,2,299999
Renault,9,KWID,16,2017,7,58097.0,1,0,0,355000
Hyundai,6,Xcent Prime,271,2019,5,85000.0,1,1,1,510000
Audi,8,Q3,80,2018,6,55100.0,0,1,1,1400000
Datsun,26,GO,252,2016,8,100200.0,0,1,2,160000
Maruti Suzuki,2,Eeco,57,2022,2,16000.0,1,0,2,620000
Maruti Suzuki,2,Wagon-R,32,2019,5,68000.0,1,1,2,475000
Maruti Suzuki,2,Ertiga,12,2015,9,65000.0,0,1,2,560000
Hyundai,6,Grand i10,41,2017,7,31003.0,0,1,0,540000
Hyundai,6,Santro,179,2013,11,54000.0,1,1,2,280000
Maruti Suzuki,2,Wagon-R,32,2017,7,150000.0,0,1,2,230000
Maruti Suzuki,2,Swift,2,2010,14,150000.0,0,1,2,110000
Honda,0,City ZX,53,2007,17,68000.0,1,0,0,149000
Maruti Suzuki,2,Sx4,59,2011,13,91000.0,0,1,2,240000
Maruti Suzuki,2,Sx4,59,2007,17,100000.0,1,1,2,98000
Maruti Suzuki,2,Wagon-R,32,2016,8,78000.0,0,1,2,240000
Maruti Suzuki,2,Swift-Dzire,8,2015,9,61000.0,1,1,1,499000
Maruti Suzuki,2,Baleno,3,2017,7,70000.0,1,0,0,670000
Maruti Suzuki,2,Ritz,43,2015,9,66000.0,1,1,0,350000
Hyundai,6,i10,37,2009,15,104000.0,0,1,2,225000
Maruti Suzuki,2,Swift,2,2013,11,80000.0,1,0,2,390000
Mahindra,13,Scorpio,102,2015,9,89000.0,1,1,1,1065000
Chevrolet,16,Beat,178,2012,12,81000.0,1,0,1,153000
Maruti Suzuki,2,XL6,120,2023,1,19500.0,0,0,0,1375000
Honda,0,Jazz,71,2018,6,32000.0,1,1,0,550000
Maruti Suzuki,2,Wagon-R-1-0,211,2020,4,56000.0,1,0,2,451000
Hyundai,6,Creta,22,2018,6,82000.0,0,1,1,1085000
Hyundai,6,Creta,22,2016,8,78000.0,1,1,0,675000
Hyundai,6,i20,24,2019,5,46000.0,0,1,2,725000
Volkswagen,1,VentoTest,1,2016,8,76000.0,1,1,1,285000
Honda,0,City,0,2017,7,75000.0,0,1,0,765000
MG,10,Hector,17,2020,4,46450.0,0,0,0,1550000
Tata,14,Tiago,86,2024,0,17282.0,1,0,2,675000
Maruti Suzuki,2,Swift,2,2024,0,18950.0,0,0,0,950000
Fiat,20,Punto,127,2015,9,89000.0,1,1,1,415000
Hyundai,6,Grand i10 Nios,61,2023,1,7000.0,1,0,0,825000
Maruti Suzuki,2,Celerio,18,2015,9,111000.0,1,0,2,350000
Tata,14,Zest,56,2014,10,131000.0,0,0,1,280000
BMW,3,X3,4,2013,11,123872.0,1,0,1,1150000
Maruti Suzuki,2,Swift,2,2012,12,23200.0,1,1,0,325000
Skoda,11,Superb,154,2016,8,99000.0,0,0,0,1185000
Toyota,5,Etios Liva,99,2013,11,83000.0,1,1,1,395000
Skoda,11,Superb,154,2010,14,29309.0,0,1,0,250000
Maruti Suzuki,2,Baleno,3,2018,6,122289.0,0,1,0,574000
Skoda,11,Rapid,63,2021,3,19121.0,0,0,0,1095000
Datsun,26,RediGO,152,2015,9,18000.0,1,0,0,189000
Maruti Suzuki,2,Ritz,43,2011,13,75000.0,1,0,1,311000
Honda,0,Jazz,71,2018,6,93000.0,0,0,2,535000
Honda,0,City,0,2015,9,40000.0,1,1,2,485000
Mahindra,13,Xylo,249,2012,12,16400.0,0,1,1,131000
Skoda,11,Kushaq,28,2022,2,80000.0,0,0,0,1290000
Renault,9,Duster,31,2018,6,83000.0,0,1,1,920000
Tata,14,Tigor,153,2024,0,4300.0,0,0,2,1050000
Toyota,5,Camry,51,2016,8,130000.0,0,0,2,1275000
Honda,0,City,0,2018,6,44902.0,0,1,0,699000
Toyota,5,Corolla Altis,128,2017,7,103000.0,0,0,0,1049000
Hyundai,6,Grand i10,41,2014,10,75000.0,1,1,0,385000
Maruti Suzuki,2,Sx4,59,2011,13,19000.0,1,0,0,220000
Maruti Suzuki,2,XL6,120,2019,5,35000.0,1,1,0,990000
Maruti Suzuki,2,Wagon-R,32,2011,13,101110.0,0,1,2,120000
Tata,14,Harrier,55,2019,5,82000.0,1,0,1,949000
Toyota,5,Innova Crysta,14,2018,6,110000.0,0,0,1,1700000
Honda,0,City,0,2015,9,94000.0,1,0,0,500000
Maruti Suzuki,2,maruti-suzuki-dzire,5,2021,3,68000.0,1,0,2,665000
Maruti Suzuki,2,Wagon-R,32,2012,12,137000.0,0,1,2,270000
Maruti Suzuki,2,Grand Vitara,91,2024,0,13400.0,0,0,2,2045000
Volkswagen,1,Jetta,184,2014,10,58000.0,0,1,1,489000
Kia,7,Sonet,44,2020,4,50000.0,1,0,0,740000
Honda,0,BRV,30,2016,8,55000.0,0,1,0,750000
Honda,0,WRV,54,2017,7,61000.0,1,0,0,700000
Hyundai,6,Santro,179,2012,12,78000.0,1,0,2,160000
Tata,14,Tigor,153,2019,5,52600.0,0,0,2,685000
Toyota,5,Innova,20,2014,10,125000.0,1,1,1,750000
Renault,9,KWID,16,2017,7,55000.0,0,0,0,345000
Hyundai,6,i20 Active,209,2016,8,97400.0,1,1,0,585000
Maruti Suzuki,2,Eeco,57,2021,3,52000.0,1,1,0,395000
Maruti Suzuki,2,Swift-Dzire,8,2011,13,59000.0,1,1,2,245000
Hyundai,6,Aura,215,2020,4,41000.0,1,1,2,645001
Mahindra,13,Bolero,107,2017,7,70000.0,1,0,1,699939
Hyundai,6,i20,24,2016,8,88700.0,1,1,0,370000
Honda,0,CRV,133,2007,17,91000.0,0,0,2,251000
Honda,0,Amaze,70,2021,3,3900.0,1,1,0,660000
Mahindra,13,XUV500,36,2016,8,86000.0,0,1,1,770000
BMW,3,3 Series,90,2013,11,85000.0,0,1,1,1075000
Maruti Suzuki,2,Alto-800,62,2014,10,100080.0,0,1,2,185000
Toyota,5,Innova Crysta,14,2017,7,60989.0,1,1,1,1850000
Hyundai,6,Grand i10,41,2015,9,58000.0,1,1,0,315000
Ford,4,Ecosport,6,2014,10,83000.0,1,1,1,525000
Maruti Suzuki,2,Celerio,18,2020,4,65000.0,1,1,2,369000
Maruti Suzuki,2,Baleno,3,2021,3,29000.0,1,0,0,690000
Maruti Suzuki,2,Jimny,201,2023,1,5210.0,1,0,0,1435000
Renault,9,Duster,31,2015,9,80000.0,1,1,1,349991
Volkswagen,1,Jetta,184,2013,11,76000.0,1,0,1,760000
Maruti Suzuki,2,Alto,75,2007,17,85000.0,1,1,0,98000
Hyundai,6,Verna,26,2023,1,23000.0,0,0,0,1560000
Honda,0,City,0,2015,9,100000.0,0,1,2,500000
Honda,0,Brio,52,2015,9,89000.0,1,1,2,240000
Maruti Suzuki,2,S-Presso,73,2023,1,13000.0,1,0,2,499000
Hyundai,6,Grand i10 Nios,61,2022,2,50000.0,1,0,2,639999
Maruti Suzuki,2,Swift-Dzire,8,2010,14,50000.0,1,1,0,385000
Maruti Suzuki,2,Swift,2,2016,8,88000.0,1,0,0,430000
Maruti Suzuki,2,A-Star,96,2013,11,73000.0,0,1,0,200000
Maruti Suzuki,2,Omni,68,2018,6,24000.0,1,0,0,364000
Maruti Suzuki,2,Ciaz,58,2015,9,90590.0,1,0,0,499000
Chevrolet,16,Sail,223,2013,11,82000.0,1,1,0,160000
Hyundai,6,i10,37,2010,14,55000.0,0,1,2,72000
Mahindra,13,Scorpio,102,2014,10,78525.0,1,0,1,570000
Maruti Suzuki,2,Wagon-R,32,2016,8,150000.0,0,0,2,180000
Maruti Suzuki,2,Ertiga,12,2021,3,29500.0,1,0,2,1180000
Maruti Suzuki,2,Alto-K10,7,2019,5,37000.0,1,1,2,345000
Hyundai,6,Fluidic Verna,162,2013,11,74000.0,1,1,2,435000
Hyundai,6,i20,24,2011,13,140000.0,1,0,2,259000
Audi,8,Q3,80,2018,6,55100.0,0,1,1,1400000
Hyundai,6,Eon,34,2012,12,91000.0,1,0,0,220000
Maruti Suzuki,2,Eeco,57,2018,6,83200.0,1,1,2,325000
Force,22,Motors FM Gurkha,125,2024,0,7000.0,1,0,1,1675000
Maruti Suzuki,2,Ritz,43,2013,11,60424.0,1,1,2,200000
Hyundai,6,Venue,21,2013,11,18000.0,1,0,1,1390000
Hyundai,6,Creta,22,2020,4,45000.0,0,1,1,1850000
Ford,4,Figo Aspire,149,2016,8,89000.0,1,0,1,385000
Maruti Suzuki,2,Wagon-R,32,2016,8,57000.0,0,1,2,345000
Ford,4,Ecosport,6,2018,6,86000.0,1,1,1,790000
Toyota,5,Glanza,66,2021,3,21000.0,0,0,0,850000
Maruti Suzuki,2,Ciaz,58,2014,10,158000.0,1,1,1,480000
Hyundai,6,Accent,198,2012,12,139000.0,1,1,0,131000
Maruti Suzuki,2,Ertiga,12,2016,8,99000.0,1,1,2,689000
MG,10,Hector Plus,35,2020,4,79000.0,1,0,1,1540000
Mahindra,13,Bolero Neo Plus,160,2013,11,100003.0,1,1,1,395000
Honda,0,City,0,2011,13,52000.0,0,1,0,310000
Maruti Suzuki,2,Swift,2,2013,11,86000.0,1,1,0,475000
Toyota,5,Innova Crysta,14,2020,4,70000.0,0,0,1,1650000
Maruti Suzuki,2,Alto-800,62,2023,1,11200.0,1,0,0,410000
Maruti Suzuki,2,Ertiga,12,2016,8,63000.0,1,0,2,695000
Mahindra,13,Thar,50,2023,1,4400.0,0,1,0,1350000
Maruti Suzuki,2,Baleno,3,2018,6,110000.0,1,0,1,590000
Renault,9,KWID,16,2017,7,30877.0,0,1,2,265000
Toyota,5,Glanza,66,2023,1,24000.0,0,0,0,850000
Maruti Suzuki,2,Celerio,18,2016,8,70000.0,0,1,2,380000
Renault,9,Triber,124,2022,2,18000.0,1,0,2,695000
Honda,0,Jazz,71,2016,8,60000.0,0,1,0,615000
BMW,3,X3,4,2012,12,80000.0,0,1,1,1025000
Hyundai,6,i20,24,2010,14,60000.0,1,0,0,320000
Maruti Suzuki,2,Baleno,3,2016,8,62000.0,0,1,0,582000
Volkswagen,1,Polo,25,2016,8,105000.0,0,1,0,650000
Maruti Suzuki,2,Baleno,3,2021,3,55000.0,1,0,0,575000
Tata,14,Harrier,55,2020,4,73000.0,1,0,1,1149000
Maruti Suzuki,2,Ertiga,12,2023,1,69000.0,0,0,2,450000
Maruti Suzuki,2,Ignis,40,2019,5,25000.0,0,0,0,432000
BMW,3,3 Series GT,13,2016,8,110000.0,0,1,1,2000000
Mercedes-Benz,12,GLA Class,38,2016,8,78000.0,0,1,0,1650000
Maruti Suzuki,2,S-Cross,137,2015,9,87000.0,1,0,1,545000
Hyundai,6,Exter,289,2024,0,3500.0,0,0,2,905000
Ford,4,Ecosport,6,2017,7,69713.0,1,1,0,649000
BMW,3,X1,147,2017,7,55000.0,0,0,1,1500000
Maruti Suzuki,2,S-Cross,137,2018,6,32000.0,1,0,1,675000
Maruti Suzuki,2,Celerio,18,2016,8,14123.0,0,1,2,313131
Maruti Suzuki,2,Alto-800,62,2016,8,60000.0,1,0,0,275000
Tata,14,Nano,141,2015,9,51500.0,1,1,0,125000
Chevrolet,16,Beat,178,2017,7,75000.0,1,1,1,175000
Maruti Suzuki,2,Eeco,57,2018,6,72000.0,0,0,2,350000
Hyundai,6,Aura,215,2022,2,64000.0,1,0,2,690000
Maruti Suzuki,2,Ritz,43,2011,13,77000.0,1,1,2,160000
Maruti Suzuki,2,Wagon-R,32,2017,7,140000.0,1,0,2,200000
Maruti Suzuki,2,Ritz,43,2010,14,41258.0,1,1,0,139000
Honda,0,City,0,2004,20,130000.0,0,1,2,140000
Hyundai,6,Santro Xing,105,2011,13,76000.0,1,1,2,135000
Maruti Suzuki,2,Wagon-R,32,2020,4,52300.0,1,0,2,445000
Maruti Suzuki,2,Vitara-Brezza,19,2019,5,48500.0,0,0,1,975000
Honda,0,Civic,143,2009,15,102000.0,0,1,2,150000
Hyundai,6,Verna,26,2018,6,78000.0,0,0,2,745000
Maruti Suzuki,2,Ertiga,12,2013,11,68000.0,1,1,2,565000
Hyundai,6,Santro Xing,105,2013,11,89288.0,1,0,2,160000
Renault,9,KWID,16,2016,8,69000.0,1,1,2,210000
Maruti Suzuki,2,Swift,2,2021,3,59000.0,0,0,2,750000
Hyundai,6,Grand i10,41,2017,7,72000.0,1,0,2,490000
Mahindra,13,Thar,50,2023,1,18000.0,0,0,1,1325000
Maruti Suzuki,2,Alto,75,2012,12,76000.0,1,1,0,225000
Jeep,15,Compass,67,2018,6,55000.0,1,1,1,1080000
Ford,4,Ecosport,6,2015,9,112000.0,1,0,1,485000
Hyundai,6,Grand i10,41,2015,9,64000.0,1,0,2,325000
Hyundai,6,Elite i20,104,2018,6,81000.0,1,0,1,730000
Hyundai,6,Creta,22,2016,8,72300.0,1,0,1,825000
Honda,0,Brio,52,2014,10,149000.0,0,1,0,550000
Tata,14,Safari,87,2022,2,31000.0,0,1,1,1960000
Maruti Suzuki,2,Wagon-R,32,2019,5,48055.0,1,0,0,535000
Maruti Suzuki,2,Celerio,18,2019,5,75000.0,1,0,2,460000
Hyundai,6,Grand i10 Nios,61,2021,3,87500.0,1,0,2,575000
Jaguar,18,XF,85,2013,11,65000.0,0,0,1,1491000
Mercedes-Benz,12,GLA,286,2016,8,36000.0,0,1,1,985000
Maruti Suzuki,2,Swift,2,2016,8,65000.0,1,0,1,445000
Maruti Suzuki,2,Wagon-R,32,2017,7,57099.0,0,0,2,465000
Tata,14,tata-punch,248,2021,3,46000.0,1,0,0,725000
Toyota,5,Fortuner,48,2010,14,154000.0,1,1,1,975000
Tata,14,Tigor,153,2023,1,18000.0,1,0,2,751000
Maruti Suzuki,2,Eeco,57,2015,9,114000.0,0,0,2,195000
Volkswagen,1,Taigun,243,2023,1,80000.0,0,0,0,1440000
Maruti Suzuki,2,Vitara-Brezza,19,2019,5,105919.0,1,0,1,890000
Maruti Suzuki,2,Wagon-R,32,2018,6,74000.0,0,1,2,430000
Maruti Suzuki,2,maruti-suzuki-dzire,5,2021,3,51000.0,1,0,2,565000
Ford,4,Ecosport,6,2017,7,152000.0,1,1,1,600000
Maruti Suzuki,2,Swift-Dzire,8,2024,0,1234.0,0,0,2,150000
Hyundai,6,Santro,179,2013,11,100000.0,0,0,2,190000
Renault,9,KWID,16,2016,8,51000.0,0,1,0,259999
Maruti Suzuki,2,Eeco,57,2016,8,75000.0,0,1,2,300000
Maruti Suzuki,2,Ciaz,58,2018,6,49000.0,1,1,0,585000
Jeep,15,Compass,67,2018,6,39000.0,1,1,1,1250000
Maruti Suzuki,2,Wagon-R,32,2017,7,25122.0,1,0,0,415000
Maruti Suzuki,2,Ciaz,58,2016,8,42000.0,1,1,2,625000
Tata,14,Manza,130,2010,14,2010.0,1,0,2,155000
Honda,0,Civic,143,2012,12,85380.0,0,1,2,235000
Volkswagen,1,VentoTest,1,2016,8,65000.0,1,0,1,490000
Honda,0,Accord,155,2013,11,89000.0,0,1,0,445000
Maruti Suzuki,2,Eeco,57,2024,0,1300.0,0,0,2,750000
Maruti Suzuki,2,Celerio,18,2024,0,8000.0,1,0,0,630000
Hyundai,6,Eon,34,2016,8,86000.0,1,1,0,222000
Volkswagen,1,VentoTest,1,2015,9,53000.0,1,1,1,550000
Maruti Suzuki,2,Ignis,40,2017,7,53402.0,1,1,0,490000
Maruti Suzuki,2,Ertiga,12,2019,5,65000.0,1,0,1,1300000
Honda,0,City ZX,53,2008,16,119000.0,0,1,2,145800
Maruti Suzuki,2,Eeco,57,2018,6,57000.0,1,1,2,425000
Audi,8,Q3,80,2018,6,55100.0,0,1,1,1400000
Honda,0,City,0,2010,14,70000.0,0,1,2,300000
Renault,9,Duster,31,2018,6,55156.0,0,1,0,625000
MG,10,Hector Plus,35,2021,3,37000.0,0,1,0,1695000
Honda,0,Amaze,70,2014,10,92000.0,1,0,1,385000
Maruti Suzuki,2,Swift,2,2011,13,110000.0,1,1,1,395000
Ford,4,Ecosport,6,2017,7,55000.0,0,1,2,615000
Toyota,5,Fortuner,48,2017,7,52000.0,0,0,1,1800000
Hyundai,6,i20,24,2013,11,60000.0,1,1,0,285000
Maruti Suzuki,2,Wagon-R,32,2012,12,87000.0,1,0,2,271000
Hyundai,6,Grand i10,41,2017,7,82000.0,0,1,2,380000
Hyundai,6,Grand i10,41,2017,7,42568.0,1,0,0,410000
Ford,4,Aspire,256,2016,8,89000.0,1,0,1,375000
Hyundai,6,Creta,22,2016,8,89600.0,0,1,0,785000
Hyundai,6,Creta,22,2017,7,96000.0,1,1,1,1050000
Maruti Suzuki,2,Sx4,59,2011,13,70680.0,1,1,2,175000
Maruti Suzuki,2,Sx4,59,2008,16,135000.0,1,1,2,125000
Hyundai,6,i10,37,2010,14,82000.0,1,1,0,210000
Skoda,11,Rapid,63,2012,12,76500.0,1,1,1,435000
Maruti Suzuki,2,Alto-800,62,2012,12,71000.0,1,0,2,190000
Mahindra,13,Scorpio-N,118,2024,0,28000.0,0,0,1,2025000
Maruti Suzuki,2,Wagon-R,32,2015,9,58406.0,1,1,2,315000
Maruti Suzuki,2,Ertiga,12,2017,7,74000.0,1,0,2,675000
Hyundai,6,Venue,21,2019,5,25000.0,0,0,1,799999
Maruti Suzuki,2,S-Presso,73,2023,1,8500.0,1,1,0,425000
Mahindra,13,Scorpio N,185,2011,13,48529.0,1,1,1,360000
Maruti Suzuki,2,Wagon-R,32,2016,8,125000.0,0,0,2,315000
Mahindra,13,TUV,64,2016,8,60000.0,0,1,1,450000
Hyundai,6,i10,37,2010,14,57000.0,1,1,0,225000
Tata,14,Harrier,55,2019,5,78000.0,1,0,1,1025000
Volkswagen,1,Polo,25,2021,3,35000.0,0,1,0,1190000
Hyundai,6,Grand i10,41,2014,10,63000.0,1,1,0,350000
Honda,0,Amaze,70,2018,6,52000.0,0,0,0,649999
Nissan,21,Magnite,234,2021,3,35000.0,1,0,0,510000
Ford,4,Figo,121,2014,10,75000.0,1,0,0,320000
Maruti Suzuki,2,Ertiga,12,2016,8,65000.0,1,1,2,689000
Chevrolet,16,Beat,178,2015,9,133000.0,1,1,2,120000
Maruti Suzuki,2,Alto,75,2009,15,36000.0,1,1,0,159000
Mahindra,13,Scorpio,102,2022,2,75243.0,1,0,1,1495000
Jaguar,18,XF,85,2014,10,12500.0,0,1,1,1690000
Maruti Suzuki,2,Alto-800,62,2017,7,84000.0,0,1,0,245000
Maruti Suzuki,2,Wagon-R,32,2010,14,69000.0,0,0,2,95000
Maruti Suzuki,2,Ertiga,12,2018,6,58000.0,1,0,2,801000
Ford,4,Figo,121,2011,13,89000.0,1,1,1,199999
Renault,9,Triber,124,2022,2,81525.0,1,0,0,445000
Honda,0,Civic,143,2010,14,85000.0,0,1,2,160000
Maruti Suzuki,2,Baleno-RS,285,2019,5,135000.0,1,1,1,645000
Maruti Suzuki,2,Celerio,18,2016,8,36000.0,0,0,0,475000
BMW,3,3 Series GT,13,2016,8,55000.0,0,1,1,1490000
Hyundai,6,Verna,26,2014,10,42000.0,0,1,0,440000
Mahindra,13,XUV 300,163,2020,4,109300.0,1,0,1,950000
Honda,0,Civic,143,2008,16,98000.0,0,1,2,99999
Hyundai,6,Elite i20,104,2014,10,73000.0,1,1,0,475000
Audi,8,Q3,80,2015,9,95000.0,0,0,1,999999
Honda,0,Brio,52,2016,8,65000.0,1,1,2,285000
Maruti Suzuki,2,XL6,120,2019,5,40000.0,0,0,0,975000
Maruti Suzuki,2,Wagon-R,32,2022,2,11000.0,1,0,2,590000
Honda,0,City,0,2012,12,82000.0,1,1,2,310000
Maruti Suzuki,2,Wagon-R-1-0,211,2014,10,36038.0,1,1,0,300763
Maruti Suzuki,2,Swift,2,2013,11,140000.0,1,1,1,278000
Maruti Suzuki,2,Swift,2,2019,5,5500.0,0,0,2,600000
Mahindra,13,XUV500,36,2016,8,112000.0,0,0,1,935000
Kia,7,Seltos,11,2020,4,50000.0,1,0,1,1073000
Toyota,5,Innova Crysta,14,2017,7,55000.0,0,0,1,2050000
Maruti Suzuki,2,Swift-Dzire,8,2019,5,90000.0,1,1,1,590000
Audi,8,A4,27,2013,11,79000.0,0,1,1,1490000
Maruti Suzuki,2,Swift-Dzire,8,2015,9,115000.0,1,1,1,385000
Maruti Suzuki,2,Wagon-R,32,2010,14,86000.0,1,0,2,207000
Tata,14,Altroz,60,2023,1,26500.0,0,1,0,745000
Maruti Suzuki,2,Wagon-R,32,2014,10,52000.0,1,1,0,290000
Maruti Suzuki,2,Ertiga,12,2020,4,63500.0,1,0,2,1000000
Tata,14,Tiago,86,2022,2,62000.0,0,0,2,700000
Maruti Suzuki,2,Wagon-R,32,2017,7,78000.0,1,0,2,280000
Maruti Suzuki,2,Alto-800,62,2013,11,94000.0,1,1,2,275000
Toyota,5,Etios,46,2018,6,145000.0,1,1,1,565000
Tata,14,Tiago,86,2020,4,60000.0,1,1,0,525000
Maruti Suzuki,2,Wagon-R,32,2018,6,62217.0,0,1,2,421999
Hyundai,6,Elite i20,104,2015,9,28240.0,1,0,0,585000
Tata,14,Altroz,60,2022,2,45000.0,1,0,1,775000
Mercedes-Benz,12,C-Class,29,2016,8,64998.0,0,1,1,1600000
Maruti Suzuki,2,Baleno,3,2017,7,57000.0,1,0,1,649000
Maruti Suzuki,2,Swift,2,2013,11,68000.0,1,0,0,395000
Maruti Suzuki,2,Celerio,18,2019,5,66000.0,0,0,2,465000
Kia,7,Seltos,11,2021,3,37900.0,0,0,1,1545000
Hyundai,6,Creta,22,2019,5,56000.0,1,0,0,985000
Maruti Suzuki,2,Ertiga,12,2017,7,72000.0,1,0,2,750000
Maruti Suzuki,2,Ertiga,12,2021,3,82000.0,1,0,2,975000
Honda,0,City Hybrid eHEV,88,2022,2,14000.0,0,0,2,900000
Kia,7,Seltos,11,2020,4,97000.0,0,0,1,1450000
Renault,9,Duster,31,2018,6,21378.0,0,1,0,756000
Maruti Suzuki,2,Swift,2,2015,9,40000.0,0,1,2,350000
Hyundai,6,Grand i10 Nios,61,2019,5,35485.0,1,1,0,565000
Honda,0,Brio,52,2014,10,47000.0,1,1,0,160000
Maruti Suzuki,2,Swift-Dzire,8,2018,6,78000.0,1,1,2,379000
Toyota,5,Innova,20,2013,11,126870.0,0,0,1,735000
Honda,0,CRV,133,2013,11,89000.0,0,1,2,599000
Maruti Suzuki,2,Swift,2,2020,4,98000.0,1,0,0,600000
Maruti Suzuki,2,Baleno,3,2023,1,15000.0,1,0,0,785000
Maruti Suzuki,2,Wagon-R,32,2019,5,63000.0,1,1,2,475000
Kia,7,Seltos,11,2020,4,59000.0,1,0,0,1045000
Maruti Suzuki,2,Swift,2,2010,14,23000.0,1,0,0,345000
Tata,14,Safari,87,2011,13,85000.0,1,0,1,260000
Mahindra,13,Scorpio,102,2021,3,54128.0,1,0,1,1735000
Ford,4,Endeavour,123,2021,3,38000.0,0,0,1,1500000
Tata,14,Punch ,287,2024,0,40000.0,1,0,2,800000
Toyota,5,Innova,20,2012,12,98695.0,1,0,1,480000
Honda,0,City,0,2016,8,62500.0,0,1,2,550000
Honda,0,Jazz,71,2010,14,60000.0,1,1,0,250000
Honda,0,City,0,2015,9,65000.0,0,0,2,560000
Honda,0,City,0,2016,8,47000.0,0,1,2,611000
Maruti Suzuki,2,Wagon-R,32,2016,8,4286.0,1,1,2,330000
Hyundai,6,Grand i10,41,2014,10,69000.0,1,1,2,365000
Honda,0,Jazz,71,2022,2,37000.0,0,0,2,685000
Volkswagen,1,VentoTest,1,2011,13,48000.0,0,0,2,265000
Nissan,21,PATROL,221,2018,6,54000.0,1,1,2,190000
Maruti Suzuki,2,Wagon-R,32,2011,13,72000.0,0,1,2,135500
Skoda,11,Slavia,172,2024,0,5000.0,0,0,0,1569000
